NO_DISTRITO,CO_DISTRITO
Pouso Novo,431513105
Presidente Lucena,431514905
Progresso,431515605
Batovira,431515607
Campo Branco,431515610
Constantino,431515612
Protásio Alves,431517205
Putinga,431520605
Xarqueada,431520615
Quaraí,431530505
Quatro Irmãos,431531305
Quevedos,431532105
Quinze de Novembro,431535405
Sede Aurora,431535425
Redentora,431540405
São João,431540410
Sítio Cassemiro,431540430
Relvado,431545305
Restinga Sêca,431550305
Rio dos Índios,431555205
Posse dos Linhares,431555210
Encruzilhada Bela Vista,431555215
Rio Grande,431560205
Povo Novo,431560215
Quinta,431560220
Taim,431560225
Ilha dos Marinheiros,431560230
Rio Pardo,431570105
Albardão,431570110
Bexiga,431570115
Passo da Areia,431570124
Rincão del Rei,431570130
Riozinho,431575005
Roca Sales,431580005
Rodeio Bonito,431590905
Saltinho,431590910
Rolador,431595805
Rolante,431600605
Ronda Alta,431610505
Alto Recreio,431610510
Rondinha,431620405
Roque Gonzales,431630305
Dona Otília,431630310
Rincão Vermelho,431630315
Rosário do Sul,431640205
Campo Sêco,431640210
Caverá,431640215
Touro Passo,431640230
Sagrada Família,431642805
Saldanha Marinho,431643605
Salto do Jacuí,431645105
Capão Bonito,431645107
Tabajara,431645115
Júlio Borges,431645121
Rincão do Ivaí,431645124
Salvador das Missões,431647705
Santa Catarina,431647720
Salvador do Sul,431650105
Sananduva,431660005
Rio Tigre,431660010
Santa Bárbara do Sul,431670905
Capão Alto,431670918
Santa Cecília do Sul,431673305
Santa Clara do Sul,431675805
Santa Cruz do Sul,431680805
Alto Paredão,431680807
Boa Vista,431680810
Monte Alverne,431680830
Rio Pardinho,431680835
Saraiva,431680838
São José da Reserva,431680841
São Martinho,431680842
Santa Maria,431690705
Arroio do Só,431690710
Boca do Monte,431690715
Pains,431690720
Palma,431690723
Passo do Verde,431690733
Santa Flora,431690735
Santo Antão,431690738
São Valentim,431690750
Santa Maria do Herval,431695605
Santa Margarida do Sul,431697205
Santana da Boa Vista,431700405
Sant'Ana do Livramento,431710305
Pampeiro,431710310
Upamaroti,431710325
Santa Rosa,431720205
Sete de Setembro,431720210
Santa Tereza,431725105
Santa Vitória do Palmar,431730105
Curral Alto,431730115
Santiago,431740005
Ernesto Alves,431740015
Florida,431740020
Tupantuba,431740030
Santo Ângelo,431750905
Atafona,431750907
Buriti,431750910
Colônia Municipal,431750920
Lajeado Cerne,431750941
Rincão dos Roratos,431750947
Sossego,431750955
Santo Antônio do Palma,431755805
Santo Antônio da Patrulha,431760805
Catanduva Grande,431760811
Chicolomã,431760812
Evaristo,431760816
Miraguaia,431760820
Pinheirinhos,431760830
Santo Antônio das Missões,431770705
São José,431770710
Santo Antônio do Planalto,431775605
Santo Augusto,431780605
Pedro Paiva,431780610
Santo Antônio,431780615
Santo Cristo,431790505
Sírio,431790510
Vila Bom Princípio Baixo,431790512
Vila Laranjeira,431790515
Santo Expedito do Sul,431795405
São Borja,431800205
Nhú-Porã,431800225
Samburá,431800235
Sarandi,431800240
São Domingos do Sul,431805105
Santa Gema,431805115
São Francisco de Assis,431810105
Beluno,431810110
Toroquá,431810120
São Francisco de Paula,431820005
Cazuza Ferreira,431820010
Eletra,431820020
Juá,431820030
Lajeado Grande,431820035
Rincão dos Kroeff,431820040
Tainhas,431820045
São Gabriel,431830905
Batovi,431830911
Catuçaba,431830912
Cerro do Ouro,431830913
Suspiro,431830915
Tiaraju,431830920
Vacacaí,431830925
São Jerônimo,431840805
Gramal,431840817
Morrinhos,431840820
Quitéria,431840825
São João da Urtiga,431842405
São João do Polêsine,431843205
Vale Vêneto,431843230
São Jorge,431844005
São José das Missões,431845705
São José do Herval,431846505
São José do Hortêncio,431848105
São José do Inhacorá,431849905
São José do Norte,431850705
Bojuru,431850710
Estreito,431850715
São José do Ouro,431860605
Jardim Alegre,431860614
São Pedro do Iraxim,431860620
São José do Sul,431861405
São José dos Ausentes,431862205
Faxinal Preto,431862210
São Gonçalo,431862215
Várzea,431862225
São Leopoldo,431870505
São Lourenço do Sul,431880405
Boa Vista,431880408
Boqueirão,431880410
Faxinal,431880420
Harmonia,431880425
Prado Novo,431880435
São Luiz Gonzaga,431890305
Afonso Rodrigues,431890310
Rincão de São Pedro,431890320
Santa Inês,431890330
São Lourenço das Missões,431890335
São Marcos,431900005
São Martinho,431910905
São Martinho da Serra,431912505
São Miguel das Missões,431915805
Coimbra,431915815
Mato Grande,431915820
São João das Missões,431915830
São José,431915835
São Nicolau,431920805
São Paulo das Missões,431930705
Pinheiro Machado,431930710
São Pedro da Serra,431935605
São Pedro das Missões,431936405
São Pedro do Butiá,431937205
Butiá Inferior,431937210
São Pedro do Sul,431940605
Cerro Claro,431940610
Guassupi,431940615
São Sebastião do Caí,431950505
São Sepé,431960405
Cerrito do Ouro,431960420
Jazidas,431960425
Tupanci,431960428
Vila Block,431960430
São Valentim,431970305
São Valentim do Sul,431971105
São Valério do Sul,431973705
São Vendelino,431975205
São Vicente do Sul,431980205
Cavajuretã,431980210
Loreto,431980215
Sapiranga,431990105
Picada São Jacob,431990125
Sapucaia do Sul,432000805
Sarandi,432010705
Atiaçu,432010710
Barreirinho,432010720
Seberi,432020605
Sede Nova,432023005
Segredo,432026305
Bela Vista,432026310
Serrinha Velha,432026318
Tamanduá,432026320
Selbach,432030505
Arroio Grande,432030510
Senador Salgado Filho,432032105
Giruazinho,432032112
Sentinela do Sul,432035405
Serafina Corrêa,432040405
Silva Jardim,432040415
Sério,432045305
Sertão,432050305
Engenheiro Luiz Englert,432050310
Sertão Santana,432055205
Sete de Setembro,432057805
Severiano de Almeida,432060205
Silveira Martins,432065105
Sinimbu,432067705
Sobradinho,432070105
Soledade,432080005
Tabaí,432085905
Tapejara,432090905
Vila Campos,432090930
Tapera,432100605
Vila Paz,432100625
Tapes,432110505
Taquara,432120405
Entrepelado,432120407
Fazenda Fialho,432120408
Padilha,432120410
Pega Fogo,432120413
Rio da Ilha,432120417
Santa Cruz da Concórdia,432120420
Taquari,432130305
Taquaruçu do Sul,432132905
Tavares,432135205
Butiás,432135210
Capão Comprido,432135215
Tenente Portela,432140205
Daltro Filho,432140225
Terra de Areia,432143605
Teutônia,432145105
Tio Hugo,432146905
Tiradentes do Sul,432147705
Lajeado Bonito,432147713
Novo Planalto,432147717
Porto Soberbo,432147720
Toropi,432149305
Linha Bonita,432149315
Torres,432150105
Glória,432150110
Tramandaí,432160005
Estância Velha,432160015
Travesseiro,432162605
Três Arroios,432163405
Três Cachoeiras,432166705
Vila Fernando Ferrari,432166720
Três Coroas,432170905
Três de Maio,432180805
Barrinha,432180811
Consolata,432180815
Manchinha,432180820
Quaraim,432180830
Três Forquilhas,432183205
Três Palmeiras,432185705
Três Passos,432190705
Alto Erval Novo,432190708
Bela Vista,432190715
Padre Gonzales,432190735
Santo Antônio,432190745
Trindade do Sul,432195605
Triunfo,432200405
Costa da Cadeia,432200410
Passo Raso,432200415
Porto Batista,432200420
Tucunduva,432210305
Tunas,432215205
Cerro Preto,432215210
Despraiado,432215215
Nossa Senhora Aparecida,432215220
Pedregal,432215225
Rincão Comprido,432215230
Tupanci do Sul,432218605
Tupanciretã,432220205
Tupandi,432225105
Tuparendi,432230105
Turuçu,432232705
Ubiretama,432234305
São Luiz,432235005
União da Serra,432235020
Unistalda,432237605
Uruguaiana,432240005
João Arregui,432240020
Plano Alto,432240025
São Marcos,432240030
Vacaria,432250905
Capão da Herança,432250908
Coxilha Grande,432250910
Estrela,432250920
Refugiado,432250940
Vale Verde,432252505
Vale do Sol,432253305
Vale Real,432254105
Vanini,432255805
Venâncio Aires,432260805
Arlindo,432260807
Centro Linha Brasil,432260810
Deodoro,432260815
Estância Nova,432260817
Mariante,432260820
Palanque,432260822
Vale do Sampaio,432260845
Vera Cruz,432270705
Veranópolis,432280605
Vespasiano Corrêa,432285505
Viadutos,432290505
Viamão,432300205
Águas Claras,432300210
Capão da Porteira,432300215
Espigão,432300220
Itapuã,432300225
Passo da Areia,432300230
Passo do Sabão,432300235
Viamópolis,432300240
Vicente Dutra,432310105
Laranjeira,432310110
Victor Graeff,432320005
São José da Glória,432320015
Vila Flores,432330905
Vila Lângaro,432335805
Vila Maria,432340805
Vila Nova do Sul,432345705
Vista Alegre,432350705
Vista Alegre do Prata,432360605
Vista Gaúcha,432370505
Vitória das Missões,432375405
São João Batista,432375430
Westfália,432377005
Xangri-lá,432380405
Guará,432380415
Rainha do Mar,432380425
Água Clara,500020305
Alcinópolis,500025205
Amambai,500060905
Anastácio,500070805
Anaurilândia,500080705
Angélica,500085605
Ipezal,500085610
Antônio João,500090605
Campestre,500090610
Aparecida do Taboado,500100305
Aquidauana,500110205
Camisão,500110210
Cipolândia,500110215
Piraputanga,500110220
Taunay,500110225
Aral Moreira,500124305
Bandeirantes,500150805
Congonha,500150810
Bataguassu,500190405
Porto XV de Novembro,500190410
Batayporã,500200105
Bela Vista,500210005
Nossa Senhora de Fátima,500210010
Bodoquena,500215905
Morraria do Sul,500215910
Bonito,500220905
Águas de Miranda,500220910
Brasilândia,500230805
Debrasa,500230815
Caarapó,500240705
Cristalina,500240710
Nova América,500240720
Camapuã,500260505
Pontinha do Cocho,500260535
Campo Grande,500270405
Anhanduí,500270460
Rochedinho,500270480
Caracol,500280305
Cassilândia,500290205
Indaiá do Sul,500290215
Chapadão do Sul,500295105
Corguinho,500310805
Coronel Sapucaia,500315705
Corumbá,500320705
Albuquerque,500320710
Amolar,500320715
Coimbra,500320720
Paiaguás,500320730
Porto Esperança,500320735
Costa Rica,500325605
Coxim,500330605
Jauru,500330608
São Romão,500330610
Deodápolis,500345405
Lagoa Bonita,500345410
Porto Vilma,500345415
Presidente Castelo,500345420
Dois Irmãos do Buriti,500348805
Palmeiras,500348810
Douradina,500350405
Dourados,500370205
Guaçu,500370220
Itaum,500370225
Panambi,500370230
Picadinha,500370235
São Pedro,500370240
Indápolis,500370245
Vila Formosa,500370248
Vila Vargas,500370250
Eldorado,500375105
Morumbi,500375110
Fátima do Sul,500380105
Culturama,500380115
Figueirão,500390005
Glória de Dourados,500400705
Guaçulândia,500400715
Guia Lopes da Laguna,500410605
Iguatemi,500430405
Inocência,500440305
Morangas,500440310
São Pedro,500440320
Itaporã,500450205
Montese,500450215
Piraporã,500450220
Santa Terezinha,500450225
Itaquiraí,500460105
Ivinhema,500470005
Amandina,500470010
Japorã,500480905
Jacareí,500480910
Jaraguari,500490805
Bom Fim,500490810
Jardim,500500405
Boqueirão,500500410
Jateí,500510305
Juti,500515205
Ladário,500520205
Laguna Carapã,500525105
Maracaju,500540005
Vista Alegre,500540010
Miranda,500560805
Mundo Novo,500568105
Naviraí,500570705
Nioaque,500580605
Nova Alvorada do Sul,500600205
Nova Andradina,500620005
Nova Casa Verde,500620020
Novo Horizonte do Sul,500625905
Paraíso das Águas,500627505
Alto Sucuriú,500627510
Bela Alvorada,500627515
Paranaíba,500630905
Raimundo,500630923
São João do Aporé,500630935
Tamandaré,500630940
Paranhos,500635805
Pedro Gomes,500640805
Ponta Porã,500660605
Sanga Puitã,500660625
Porto Murtinho,500690305
Ribas do Rio Pardo,500710905
Rio Brilhante,500720805
Prudêncio Thomaz,500720810
Rio Negro,500730705
Nova Esperança,500730710
Rio Verde de Mato Grosso,500740605
Rochedo,500750505
Santa Rita do Pardo,500755405
São Gabriel do Oeste,500769505
Areado,500769510
Sete Quedas,500770305
Selvíria,500780205
Sidrolândia,500790105
Quebra Côco,500790115
Sonora,500793505
Tacuru,500795005
Taquarussu,500797605
Terenos,500800805
Três Lagoas,500830505
Arapuá,500830510
Vicentina,500840405
São José,500840440
Vila Rica,500840445
Acorizal,510010205
Baús,510010207
Aldeia,510010210
Água Boa,510020105
Alta Floresta,510025005
Alto Araguaia,510030005
Alto Boa Vista,510035905
Alto Garças,510040905
Alto Paraguai,510050805
Lavouras,510050810
Alto Taquari,510060705
Apiacás,510080505
Araguaiana,510100105
Araguainha,510120905
Araputanga,510125805
Arenápolis,510130805
Aripuanã,510140705
Conselvan,510140735
Barão de Melgaço,510160505
Barra do Bugres,510170405
Assari,510170406
Barra do Garças,510180305
Toricueije,510180330
Vale dos Sonhos,510180335
Bom Jesus do Araguaia,510185205
Brasnorte,510190205
Cáceres,510250405
Bezerro Branco,510250407
Caramujo,510250415
Horizonte do Oeste,510250425
Campinápolis,510260305
São José do Couto,510260315
Campo Novo do Parecis,510263705
Itanorte,510263715
Marechal Rondon,510263720
Campo Verde,510267805
Campos de Júlio,510268605
Canabrava do Norte,510269405
Canarana,510270205
Carlinda,510279305
Castanheira,510285005
Chapada dos Guimarães,510300705
Água Fria,510300710
Cláudia,510305605
Cocalinho,510310605
Colíder,510320505
Colniza,510325405
Guariba,510325410
Comodoro,510330405
Confresa,510335305
Veranópolis,510335320
Conquista D'Oeste,510336105
Cotriguaçu,510337905
Cuiabá,510340305
Coxipó da Ponte,510340310
Curvelândia,510343705
Denise,510345205
Diamantino,510350205
Dom Aquino,510360105
Entre Rios,510360120
Feliz Natal,510370005
Figueirópolis D'Oeste,510380905
Gaúcha do Norte,510385805
General Carneiro,510390805
Paredão Grande,510390820
Glória D'Oeste,510395705
Guarantã do Norte,510410405
Guiratinga,510420305
Alcantilado,510420310
Vale Rico,510420325
Indiavaí,510450005
Ipiranga do Norte,510452605
Itanhangá,510454205
Itaúba,510455905
Itiquira,510460905
Jaciara,510480705
Jangada,510490605
Jauru,510500205
Juara,510510105
Catuaí,510510115
Paranorte,510510120
Juína,510515005
Juruena,510517605
Juscimeira,510520005
Irenópolis,510520010
Santa Elvira,510520015
São Lourenço de Fátima,510520020
Lambari D'Oeste,510523405
Lucas do Rio Verde,510525905
Groslândia,510525910
Luciara,510530905
Vila Bela da Santíssima Trindade,510550705
Marcelândia,510558005
Matupá,510560605
Mirassol d'Oeste,510562205
Sonho Azul,510562230
Nobres,510590305
Bom Jardim,510590306
Coqueiral,510590307
Nortelândia,510600005
Nossa Senhora do Livramento,510610905
Pirizal,510610910
Nova Bandeirantes,510615805
Nova Nazaré,510617405
Nova Lacerda,510618205
Nova Santa Helena,510619005
Nova Brasilândia,510620805
Nova Canaã do Norte,510621605
Colorado do Norte,510621610
Nova Mutum,510622405
Ranchão,510622425
Nova Olímpia,510623205
Nova Ubiratã,510624005
Entre Rios,510624010
Novo Mato Grosso,510624015
Parque Água Limpa,510624017
Santa Terezinha do Rio Ferro,510624026
Santo Antônio do Rio Bonito,510624030
Nova Xavantina,510625705
Novo Mundo,510626505
Novo Horizonte do Norte,510627305
Novo São Joaquim,510628105
Paranaíta,510629905
Paranatinga,510630705
Novo Santo Antônio,510631505
Pedra Preta,510637205
São José do Planalto,510637210
Peixoto de Azevedo,510642205
União do Norte,510642210
Planalto da Serra,510645505
Poconé,510650505
Cangas,510650510
Pontal do Araguaia,510665305
Ponte Branca,510670305
Pontes e Lacerda,510675205
Porto Alegre do Norte,510677805
Porto dos Gaúchos,510680205
Porto Esperidião,510682805
Porto Estrela,510685105
Poxoréu,510700805
Jarudore,510700815
Primavera do Leste,510704005
Querência,510706505
Coutinho União,510706515
São José dos Quatro Marcos,510710705
Reserva do Cabaçal,510715605
Ribeirão Cascalheira,510718005
Ribeirãozinho,510719805
Rio Branco,510720605
Santa Carmem,510724805
Santo Afonso,510726305
São José do Povo,510729705
São José do Rio Claro,510730505
São José do Xingu,510735405
Santo Antônio do Fontoura,510735425
São Pedro da Cipa,510740405
Rondolândia,510757805
Rondonópolis,510760205
Boa Vista,510760220
Vila Operária,510760230
Rosário Oeste,510770105
Arruda,510770110
Bauxi,510770115
Marzagão,510770120
Santa Cruz do Xingu,510774305
Salto do Céu,510775005
Santa Rita do Trivelato,510776805
Santa Terezinha,510777605
Santo Antônio do Leste,510779205
Santo Antônio de Leverger,510780005
Mimoso,510780015
Caité,510780017
Varginha,510780025
São Félix do Araguaia,510785905
Espigão do Leste,510785915
Sapezal,510787505
Serra Nova Dourada,510788305
Sinop,510790905
Sorriso,510792505
Boa Esperança,510792510
Caravágio,510792515
Primavera,510792530
Tabaporã,510794105
Tangará da Serra,510795805
Progresso,510795815
São Jorge,510795825
Tapurah,510800605
Terra Nova do Norte,510805505
Tesouro,510810505
Torixoréu,510820405
União do Sul,510830305
Vale de São Domingos,510835205
Várzea Grande,510840205
Bom Sucesso,510840210
Passagem da Conceição,510840215
Capão Grande,510840225
Vera,510850105
Vila Rica,510860005
Nova Guarita,510880805
Nova Marilândia,510885705
Nova Maringá,510890705
Nova Monte Verde,510895605
Abadia de Goiás,520005005
Abadiânia,520010005
Posse d'Abadia,520010010
Acreúna,520013405
Adelândia,520015905
Água Fria de Goiás,520017505
Água Limpa,520020905
Águas Lindas de Goiás,520025805
Alexânia,520030805
Aloândia,520050605
Alto Horizonte,520055505
Alto Paraíso de Goiás,520060505
Alvorada do Norte,520080305
Amaralina,520082905
Americano do Brasil,520085205
Amorinópolis,520090205
Anápolis,520110805
Interlândia,520110815
Joanápolis,520110820
Anhanguera,520120705
Anicuns,520130605
Capelinha,520130615
Choupana,520130620
Aparecida de Goiânia,520140505
Nova Brasília,520140510
Aparecida do Rio Doce,520145405
Aporé,520150405
Araçu,520160305
Aragarças,520170205
Aragoiânia,520180105
Araguapaz,520215505
Arenópolis,520235305
Aruanã,520250205
Aurilândia,520260105
Avelinópolis,520280905
Baliza,520310405
Barro Alto,520320305
Bela Vista de Goiás,520330205
Bom Jardim de Goiás,520340105
Bom Jesus de Goiás,520350005
Bonfinópolis,520355905
Bonópolis,520357505
Brazabrantes,520360905
Britânia,520380705
Buriti Alegre,520390605
Buriti de Goiás,520393905
Buritinópolis,520396205
Cabeceiras,520400305
Cachoeira Alta,520410205
Cachoeira de Goiás,520420105
Cachoeira Dourada,520425005
Caçu,520430005
Caiapônia,520440905
Caldas Novas,520450805
Caldazinha,520455705
Campestre de Goiás,520460705
Campinaçu,520465605
